Token	NER
Ciel	O
,	O
ma	O
gloire	O
et	O
mon	O
tonnerre	O
,	O
Et	O
sachant	O
qu'	O
en	O
ces	O
lieux	O
Minerve	O
a	O
tout	O
pouvoir	O
,	O
Sous	O
l'	O
habit	O
de	O
Minerve	O
ici	O
je	O
me	O
fais	O
voir	O
.	O

N'	O
avez-vous	O
pas	O
partout	O
une	O
égale	O
puissance	O
?	O

Pourquoi	O
vous	O
déguiser	O
sous	O
une	O
autre	O
apparence	O
?	O

Jupiter	O
doit	O
rougir	O
sous	O
un	O
nom	O
étranger	O
:	O
Un	O
Dieu	O
quand	O
il	O
peut	O
tout	O
n'	O
a	O
rien	O
à	O
ménager	O
.	O

Ah	O
!	O

Vous	O
ne	O
l'	O
êtes	O
pas	O
,	O
ou	O
n'	O
osez	O
le	O
paraître	O
.	O

Que	O
faut-il	O
faire	O
enfin	O
pour	O
me	O
faire	O
connaître	O
?	O

J'	O
atteste	O
du	O
destin	O
le	O
pouvoir	O
glorieux	O
,	O
Que	O
s'	O
il	O
est	O
un	O
moyen	O
pour	O
me	O
connaître	O
mieux	O
...	O
Il	O
en	O
est	O
,	O
et	O
j'	O
en	O
sais	O
qui	O
seront	O
infaillibles	O
,	O
Montrez	O
de	O
Jupiter	O
des	O
marques	O
plus	O
sensibles	O
.	O

Vous	O
devez	O
autrement	O
vous	O
montrer	O
en	O
ce	O
lieu	O
;	O

Pour	O
vous	O
faire	O
connaître	O
il	O
faut	O
paraître	O
en	O
Dieu	O
.	O

Que	O
me	O
demandez-vous	O
trop	O
aveugle	O
Princesse	O
?	O

Ah	O
!	O

C'	O
est	O
là	O
le	O
conseil	O
de	O
la	O
grande	O
Déesse	O
.	O

Gardez-vous	O
d'	O
écouter	O
ce	O
conseil	O
dangereux	O
;	O

Contentez-vous	O
de	O
voir	O
Jupiter	O
amoureux	O
,	O
Jupiter	O
désarmé	O
de	O
ces	O
clartés	O
terribles	O
,	O
Qui	O
rendent	O
aux	O
mortels	O
les	O
Dieux	O
inaccessibles	O
.	O

Est-ce	O
trop	O
de	O
le	O
voir	O
une	O
fois	O
glorieux	O
?	O

Ah	O
!	O

Ne	O
refusez	O
pas	O
ce	O
plaisir	O
à	O
mes	O
yeux	O
;	O

Montrez-moi	O
mon	O
amant	O
avecque	O
tous	O
ses	O
charmes	O
.	O

Ah	O
!	O

Vous	O
ne	O
m'	O
aimez	O
point	O
...	O
Ah	O
!	O

Cachez-moi	O
ces	O
larmes	O
.	O

Hélas	O
!	O

Savez-vous	O
bien	O
ce	O
que	O
vous	O
demandez	O
?	O

Tout	O
me	O
semblera	O
doux	O
si	O
vous	O
me	O
l'	O
accordez	O
;	O

Vous	O
me	O
l'	O
avez	O
juré	O
Jupiter	O
c'	O
est	O
tout	O
dire	O
.	O

Je	O
l'	O
ai	O
juré	O
,	O
Princesse	O
,	O
et	O
mon	O
coeur	O
en	O
soupire	O
;	O

Mais	O
songez	O
aux	O
périls	O
qui	O
menacent	O
vos	O
jours	O
.	O

Quels	O
périls	O
ai-je	O
à	O
craindre	O
avec	O
votre	O
sec	O
ours	O
?	O

Je	O
ne	O
sais	O
si	O
je	O
puis	O
vous	O
sauver	O
de	O
moi-même	O
;	O

On	O
s'	O
oublie	O
aisément	O
auprès	O
de	O
ce	O
qu'	O
on	O
aime	O
.	O

Un	O
rayon	O
échappé	O
de	O
cette	O
majesté	O
,	O
De	O
cet	O
éclat	O
qui	O
sort	O
d'	O
une	O
divinité	O
,	O
Peut	O
embraser	O
le	O
monde	O
et	O
mettre	O
tout	O
en	O
cendre	O
.	O

Plus	O
contre	O
mes	O
désirs	O
vous	O
vous	O
voulez	O
défendre	O
,	O
Plus	O
mon	O
soupçon	O
revient	O
,	O
plus	O
j'	O
ai	O
lieu	O
d'	O
en	O
douter	O
,	O
Si	O
l'	O
amant	O
que	O
j'	O
adore	O
est	O
le	O
vrai	O
Jupiter	O
.	O

Faut-il	O
vous	O
le	O
montrer	O
en	O
perdant	O
ce	O
que	O
j'	O
aime	O
?	O

Vous	O
me	O
faire	O
périr	O
,	O
c'	O
est	O
douter	O
de	O
vous-même	O
.	O

Il	O
n'	O
est	O
rien	O
de	O
si	O
sûr	O
,	O
croyez-en	O
ces	O
frayeurs	O
;	O

Croyez	O
un	O
Dieu	O
,	O
qui	O
tremble	O
,	O
et	O
qui	O
verse	O
des	O
pleurs	O
.	O

Qu'	O
ai-je	O
à	O
craindre	O
d'	O
un	O
Dieu	O
si	O
tendre	O
et	O
si	O
sensible	O
?	O

Ce	O
Dieu-là	O
devenir	O
si	O
fier	O
et	O
si	O
terrible	O
...	O
Dans	O
quelque	O
état	O
qu'	O
il	O
soit	O
il	O
m'	O
aimera	O
toujours	O
.	O

L'	O
amour	O
dans	O
cet	O
état	O
est	O
d'	O
un	O
faible	O
secours	O
.	O

Je	O
vous	O
ferai	O
périr	O
en	O
dépit	O
de	O
moi-même	O
.	O

Je	O
ne	O
crains	O
rien	O
d'	O
un	O
Dieu	O
qui	O
peut	O
tout	O
et	O
qui	O
m'	O
aime	O
.	O

Vous	O
devez	O
craindre	O
tout	O
,	O
je	O
vous	O
laisse	O
y	O
penser	O
.	O

Mon	O
esprit	O
sur	O
ce	O
point	O
n'	O
a	O
rien	O
à	O
balancer	O
;	O

Ne	O
laissez	O
plus	O
languir	O
cette	O
douce	O
espérance	O
,	O
Épargnez	O
ce	O
tourment	O
à	O
mon	O
impatience	O
.	O

Au	O
nom	O
de	O
notre	O
amour	O
...	O
Ah	O
!	O

C'	O
est	O
trop	O
contester	O
?	O

Vous	O
le	O
voulez	O
,	O
Princesse	O
,	O
il	O
faut	O
vous	O
contenter	O
.	O

Que	O
vois-je	O
juste	O
Ciel	O
!	O

Quel	O
Dieu	O
me	O
les	O
envoie	O
,	O
Ces	O
fantômes	O
affreux	O
au	O
milieu	O
de	O
ma	O
joie	O
?	O

En	O
vain	O
par	O
ces	O
horreurs	O
on	O
veut	O
m'	O
épouvanter	O
,	O
Quel	O
qu'	O
en	O
soit	O
le	O
succès	O
,	O
je	O
veux	O
voir	O
Jupiter	O
.	O

Que	O
d'	O
un	O
superbe	O
espoir	O
mon	O
âme	O
possédée	O
,	O
Se	O
fait	O
de	O
mon	O
amant	O
une	O
agréable	O
idée	O
!	O

Que	O
j'	O
aurai	O
de	O
plaisir	O
de	O
le	O
voir	O
en	O
ces	O
lieux	O
,	O
Apporter	O
cet	O
éclat	O
qui	O
fait	O
trembler	O
les	O
Dieux	O
!	O

Pour	O
répondre	O
à	O
l'	O
honneur	O
que	O
ce	O
Dieu	O
me	O
veut	O
faire	O
,	O
Je	O
voudrais	O
des	O
appas	O
plus	O
grands	O
qu'	O
à	O
l'	O
ordinaire	O
,	O
Leur	O
donner	O
plus	O
de	O
force	O
,	O
et	O
me	O
rendre	O
aujourd'	O
hui	O
Plus	O
aimable	O
cent	O
fois	O
et	O
plus	O
digne	O
de	O
lui	O
.	O

Mais	O
quoi	O
le	O
jour	O
pâlit	O
,	O
et	O
le	O
Dieu	O
que	O
j'	O
adore	O
,	O
Le	O
puissant	O
Jupiter	O
ne	O
paraît	O
point	O
encore	O
!	O

Lui	O
qui	O
voit	O
tout	O
mon	O
coeur	O
,	O
lui	O
qui	O
sait	O
mes	O
désirs	O
,	O
Qui	O
voit	O
pour	O
son	O
retour	O
l'	O
ardeur	O
de	O
mes	O
soupirs	O
,	O
Me	O
faut-il	O
si	O
longtemps	O
attendre	O
sa	O
présence	O
?	O

Veut-il	O
faire	O
mourir	O
ce	O
coeur	O
d'	O
impatience	O
?	O

Te	O
dirai-je	O
,	O
Dircé	O
,	O
que	O
j'	O
ose	O
encore	O
douter	O
,	O
Si	O
c'	O
est	O
un	O
imposteur	O
ou	O
le	O
vrai	O
Jupiter	O
?	O

Votre	O
doute	O
,	O
Madame	O
,	O
est	O
assez	O
raisonnable	O
,	O
Et	O
quand	O
vous	O
trahissez	O
un	O
héros	O
adorable	O
,	O
Peut-être	O
que	O
le	O
Ciel	O
pour	O
venger	O
votre	O
amant	O
...	O
Ah	O
!	O

Cruelle	O
veux-tu	O
redoubler	O
mon	O
tourment	O
?	O

Mais	O
j'	O
aperçois	O
Momus	O
,	O
et	O
je	O
tremble	O
à	O
sa	O
vue	O
.	O

Viens-tu	O
de	O
Jupiter	O
m'	O
annoncer	O
la	O
venue	O
,	O
Ou	O
d'	O
une	O
vaine	O
excuse	O
amuser	O
mon	O
espoir	O
?	O

Non	O
,	O
non	O
,	O
vous	O
le	O
verrez	O
.	O

Je	O
brûle	O
de	O
le	O
voir	O
.	O

Pour	O
vous	O
du	O
haut	O
des	O
Cieux	O
il	O
s'	O
apprête	O
à	O
descendre	O
:	O
Mais	O
un	O
Dieu	O
tel	O
qu'	O
il	O
est	O
peut	O
bien	O
se	O
faire	O
attendre	O
.	O

Quoiqu'	O
il	O
donne	O
à	O
l'	O
amour	O
ses	O
moments	O
les	O
plus	O
doux	O
,	O
Les	O
soins	O
de	O
Jupiter	O
ne	O
sont	O
pas	O
tous	O
pour	O
vous	O
.	O

Vous	O
le	O
voulez	O
donc	O
voir	O
avec	O
toute	O
sa	O
pompe	O
;	O

Vous	O
vous	O
abandonnez	O
à	O
l'	O
orgueil	O
qui	O
vous	O
trompe	O
,	O
Et	O
sans	O
considérer	O
le	O
péril	O
qui	O
le	O
suit	O
,	O
Vous	O
suivez	O
follement	O
l'	O
amour	O
,	O
qui	O
vous	O
conduit	O
.	O

Vous	O
aimez	O
mieux	O
le	O
voir	O
d'	O
une	O
ardeur	O
indiscrète	O
Avec	O
la	O
foudre	O
en	O
main	O
,	O
qu'	O
avec	O
une	O
houlette	O
:	O
Cet	O
ornement	O
sied	O
mal	O
au	O
grand	O
Maître	O
des	O
Dieux	O
:	O
Les	O
feux	O
et	O
les	O
éclairs	O
le	O
pareront	O
mieux	O
.	O

Ah	O
!	O

Que	O
vous	O
êtes	O
femme	O
,	O
et	O
que	O
pour	O
être	O
aimée	O
,	O
Du	O
souverain	O
des	O
Dieux	O
dont	O
vous	O
êtes	O
charmée	O
,	O
Vous	O
avez	O
dans	O
la	O
tête	O
un	O
orgueil	O
dangereux	O
!	O

Voir	O
sans	O
bruit	O
en	O
secret	O
Jupiter	O
amoureux	O
,	O
C'	O
est	O
trop	O
peu	O
pour	O
l'	O
honneur	O
d'	O
une	O
amante	O
orgueilleuse	O
;	O

Sa	O
flamme	O
est	O
une	O
flamme	O
illustre	O
,	O
ambitieuse	O
;	O

Alors	O
qu'	O
un	O
Dieu	O
nous	O
aime	O
on	O
peut	O
être	O
indiscret	O
,	O
Et	O
l'	O
orgueil	O
d'	O
un	O
tel	O
choix	O
ne	O
veut	O
pas	O
le	O
secret	O
.	O

En	O
effet	O
ce	O
serait	O
perdre	O
toute	O
sa	O
gloire	O
,	O
De	O
vaincre	O
un	O
si	O
grand	O
Dieu	O
,	O
sans	O
vanter	O
sa	O
victoire	O
,	O
Être	O
aimé	O
selon	O
vous	O
n'	O
est	O
pas	O
le	O
plus	O
grand	O
bien	O
:	O
Un	O
triomphe	O
ignoré	O
vous	O
le	O
comptez	O
pour	O
rien	O
.	O

Il	O
faut	O
s'	O
accoutumer	O
à	O
l'	O
esprit	O
d'	O
une	O
femme	O
;	O

Vous	O
demandez	O
du	O
bruit	O
,	O
vous	O
en	O
aurez	O
,	O
Madame	O
;	O

Jupiter	O
quand	O
il	O
veut	O
en	O
sait	O
faire	O
beaucoup	O
;	O

Il	O
tonnera	O
pour	O
vous	O
,	O
mais	O
gardez-vous	O
du	O
coup	O
.	O

Qu'	O
il	O
éclaire	O
,	O
qu'	O
il	O
tonne	O
au	O
péril	O
de	O
ma	O
vie	O
;	O

Voyons	O
tout	O
Jupiter	O
,	O
c'	O
est	O
toute	O
mon	O
envie	O
.	O

Qu'	O
on	O
m'	O
accuse	O
d'	O
orgueil	O
,	O
de	O
trop	O
d'	O
ambition	O
,	O
Jupiter	O
qui	O
voit	O
tout	O
,	O
connaît	O
ma	O
passion	O
.	O

Quoi	O
qu'	O
il	O
en	O
soit	O
,	O
il	O
faut	O
que	O
je	O
me	O
satisfasse	O
;	O

Comme	O
Jupiter	O
m'	O
aime	O
,	O
il	O
peut	O
me	O
faire	O
grâce	O
;	O

Il	O
peut	O
en	O
ma	O
faveur	O
suspendre	O
pour	O
un	O
temps	O
,	O
Tout	O
ce	O
qu'	O
ont	O
de	O
mortel	O
des	O
feux	O
trop	O
éclatants	O
.	O

C'	O
est-à-dire	O
forcer	O
sa	O
grandeur	O
pour	O
vous	O
plaire	O
,	O
Et	O
n'	O
apporter	O
chez	O
vous	O
qu'	O
une	O
foudre	O
légère	O
,	O
Où	O
son	O
amour	O
mêlant	O
ce	O
qu'	O
il	O
a	O
de	O
plus	O
doux	O
,	O
Y	O
laissera	O
bien	O
moins	O
de	O
force	O
et	O
de	O
courroux	O
.	O

Vous	O
voulez	O
de	O
la	O
pompe	O
,	O
et	O
la	O
voulez	O
commode	O
,	O
Et	O
qu'	O
à	O
votre	O
faiblesse	O
un	O
grand	O
Dieu	O
s'	O
accommode	O
.	O

Vous	O
beautés	O
d'	O
ici-bas	O
vous	O
croyez	O
follement	O
Qu'	O
on	O
doit	O
tout	O
immoler	O
quand	O
on	O
est	O
votre	O
amant	O
,	O
Et	O
qu'	O
on	O
peut	O
d'	O
un	O
Dieu	O
même	O
exiger	O
sans	O
scrupule	O
,	O
L'	O
effet	O
le	O
plus	O
bizarre	O
et	O
le	O
plus	O
ridicule	O
.	O

Jupiter	O
a	O
pour	O
vous	O
le	O
coeur	O
bien	O
radouci	O
;	O

Mais	O
ce	O
n'	O
est	O
pas	O
un	O
Dieu	O
qui	O
se	O
gouverne	O
ainsi	O
.	O

Vous	O
le	O
verrez	O
ce	O
Dieu	O
,	O
tel	O
qu'	O
un	O
Dieu	O
doit	O
paraître	O
,	O
Et	O
tel	O
qu'	O
il	O
l'	O
a	O
juré	O
pour	O
se	O
faire	O
connaître	O
.	O

C'	O
est	O
comme	O
je	O
le	O
veux	O
,	O
il	O
ne	O
me	O
plairait	O
pas	O
,	O
S'	O
il	O
n'	O
apportait	O
chez	O
moi	O
tous	O
ses	O
divins	O
appas	O
:	O
Ces	O
foudres	O
,	O
ces	O
éclairs	O
,	O
cette	O
pompe	O
terrible	O
,	O
Me	O
rendront	O
de	O
ce	O
Dieu	O
la	O
présence	O
sensible	O
:	O
Je	O
ne	O
douterai	O
plus	O
,	O
et	O
pour	O
ne	O
plus	O
douter	O
,	O
M'	O
embrase	O
de	O
ses	O
feux	O
le	O
puissant	O
Jupiter	O
.	O

7	O
Dans	O
votre	O
appartement	O
vous	O
le	O
pouvez	O
attendre	O
.	O

Ce	O
tumulte	O
m'	O
apprend	O
qu'	O
il	O
s'	O
apprête	O
à	O
descendre	O
.	O

Ce	O
tumulte	O
agréable	O
a	O
passé	O
dans	O
mon	O
coeur	O
.	O

Grand	O
Dieu	O
,	O
venez	O
,	O
hâtez	O
ma	O
gloire	O
et	O
mon	O
bonheur	O
.	O

Je	O
descends	O
sur	O
la	O
terre	O
avec	O
toutes	O
mes	O
armes	O
,	O
Avec	O
tout	O
ce	O
que	O
j'	O
ai	O
de	O
puissance	O
et	O
de	O
charmes	O
;	O

Mais	O
parmi	O
tant	O
d'	O
éclat	O
quel	O
destin	O
est	O
le	O
mien	O
?	O

Je	O
crains	O
pour	O
Sémélé	O
cette	O
pompe	O
mortelle	O
:	O
Ainsi	O
dans	O
cet	O
état	O
,	O
Amour	O
tu	O
le	O
sais	O
bien	O
,	O
Quand	O
je	O
fais	O
tout	O
trembler	O
,	O
mon	O
coeur	O
tremble	O
pour	O
elle	O
.	O

Quoi	O
pour	O
une	O
mortelle	O
apporter	O
ici-bas	O
Cette	O
affreuse	O
beauté	O
,	O
ces	O
dangereux	O
appas	O
!	O

Tu	O
ne	O
vois	O
qu'	O
un	O
essai	O
de	O
cet	O
éclat	O
terrible	O
,	O
Qui	O
doit	O
rendre	O
à	O
ses	O
yeux	O
tout	O
Jupiter	O
visible	O
:	O
De	O
peur	O
d'	O
offrir	O
ici	O
ma	O
gloire	O
à	O
d'	O
autres	O
yeux	O
,	O
J'	O
affaiblis	O
tous	O
les	O
traits	O
du	O
grand	O
maître	O
des	O
Dieux	O
;	O

Ils	O
sont	O
pour	O
ma	O
Princesse	O
,	O
et	O
ce	O
n'	O
est	O
qu'	O
auprès	O
d'	O
elle	O
Que	O
je	O
veux	O
étaler	O
cette	O
pompe	O
immortelle	O
.	O

Tu	O
l'	O
as	O
vue	O
,	O
et	O
tu	O
sais	O
jusqu'	O
où	O
va	O
cette	O
ardeur	O
,	O
De	O
voir	O
toute	O
ma	O
gloire	O
,	O
et	O
toute	O
ma	O
grandeur	O
.	O

Oui	O
,	O
mais	O
quand	O
vous	O
venez	O
contenter	O
son	O
envie	O
,	O
Songez-vous	O
bien	O
au	O
moins	O
au	O
péril	O
de	O
sa	O
vie	O
?	O

Je	O
connais	O
le	O
péril	O
,	O
il	O
n'	O
en	O
faut	O
point	O
douter	O
:	O
Mais	O
Jupiter	O
l'	O
a	O
dit	O
,	O
il	O
faut	O
l'	O
exécuter	O
.	O

Contre	O
un	O
serment	O
lâché	O
tout	O
respect	O
est	O
frivole	O
,	O
Et	O
le	O
destin	O
n'	O
est	O
pas	O
plus	O
sûr	O
que	O
ma	O
parole	O
.	O

Tout	O
le	O
sort	O
des	O
mortels	O
est	O
trop	O
à	O
négliger	O
,	O
Quand	O
pour	O
eux	O
notre	O
gloire	O
est	O
en	O
quelque	O
danger	O
,	O
J'	O
aime	O
,	O
mais	O
j'	O
aime	O
en	O
Dieu	O
,	O
sans	O
honte	O
et	O
sans	O
faiblesse	O
,	O
La	O
gloire	O
fut	O
toujours	O
ma	O
première	O
maîtresse	O
;	O

Si	O
je	O
prête	O
à	O
l'	O
amour	O
ma	O
gloire	O
et	O
mon	O
pouvoir	O
,	O
Je	O
sais	O
sacrifier	O
l'	O
amour	O
à	O
mon	O
devoir	O
.	O

J'	O
adore	O
Sémélé	O
,	O
le	O
péril	O
est	O
extrême	O
;	O

Montrant	O
ce	O
que	O
je	O
suis	O
j'	O
expose	O
ce	O
que	O
j'	O
aime	O
;	O

Sa	O
curiosité	O
lui	O
va	O
coûter	O
le	O
jour	O
;	O

Je	O
le	O
vois	O
,	O
tout	O
mon	O
coeur	O
tremble	O
pour	O
mon	O
amour	O
.	O

Je	O
voudrais	O
retenir	O
cette	O
foudre	O
,	O
et	O
ces	O
flammes	O
,	O
Mais	O
quand	O
l'	O
amour	O
a	O
mis	O
le	O
trouble	O
dans	O
vos	O
âmes	O
,	O
Tout	O
échappe	O
au	O
milieu	O
de	O
ces	O
charmants	O
transports	O
,	O
Et	O
le	O
dedans	O
troublé	O
répond	O
mal	O
au	O
dehors	O
.	O

Cependant	O
ma	O
parole	O
a	O
sur	O
moi	O
tant	O
d'	O
empire	O
...	O
En	O
effet	O
un	O
grand	O
Dieu	O
ne	O
doit	O
pas	O
se	O
dédire	O
:	O
Il	O
fait	O
de	O
sa	O
parole	O
une	O
éternelle	O
loi	O
,	O
Périsse	O
tout	O
plutôt	O
que	O
manquer	O
à	O
sa	O
foi	O
.	O

Depuis	O
quand	O
avez-vous	O
ce	O
scrupule	O
dans	O
l'	O
âme	O
?	O

Cette	O
fidélité	O
qui	O
trahit	O
votre	O
flamme	O
,	O
N'	O
est-ce	O
point	O
un	O
prétexte	O
à	O
quelque	O
changement	O
?	O

Vous	O
vanter	O
un	O
peu	O
trop	O
le	O
pouvoir	O
d'	O
un	O
serment	O
;	O

Je	O
crois	O
qu'	O
à	O
Sémélé	O
vous	O
n'	O
êtes	O
si	O
fidèle	O
,	O
Que	O
par	O
le	O
seul	O
espoir	O
de	O
vous	O
défaire	O
d'	O
elle	O
.	O

Tu	O
répands	O
ton	O
venin	O
sur	O
tout	O
ce	O
que	O
je	O
fais	O
;	O

Mais	O
voyons	O
Sémélé	O
,	O
contentons	O
ses	O
souhaits	O
.	O

Tu	O
vois	O
ce	O
que	O
je	O
fais	O
en	O
dépit	O
de	O
moi-même	O
;	O

Amour	O
sauve	O
de	O
moi	O
si	O
tu	O
peux	O
ce	O
que	O
j'	O
aime	O
.	O

Toi	O
garde	O
ici	O
mon	O
aigle	O
attendant	O
mon	O
retour	O
.	O

Je	O
garderai	O
votre	O
aigle	O
,	O
et	O
vous	O
ferez	O
l'	O
amour	O
.	O

Fiez-vous	O
à	O
ce	O
Dieu	O
,	O
qui	O
malgré	O
sa	O
tendresse	O
,	O
Au	O
respect	O
d'	O
un	O
serment	O
immole	O
sa	O
maîtresse	O
.	O

Vantez	O
votre	O
pouvoir	O
,	O
vous	O
allez	O
voir	O
enfin	O
,	O
Orgueilleuse	O
beauté	O
quel	O
est	O
votre	O
destin	O
.	O

Durant	O
que	O
Jupiter	O
demeure	O
sur	O
la	O
terre	O
,	O
Au	O
gré	O
de	O
mon	O
chagrin	O
gouvernons	O
son	O
tonnerre	O
,	O
Apprenons	O
aux	O
mortels	O
à	O
nous	O
mieux	O
respecter	O
,	O
Et	O
montrons	O
à	O
la	O
terre	O
un	O
autre	O
Jupiter	O
.	O

Mais	O
quoi	O
je	O
vois	O
déjà	O
des	O
flammes	O
allumées	O
,	O
Des	O
gens	O
épouvantés	O
,	O
des	O
femmes	O
alarmées	O
;	O

Le	O
palais	O
est	O
en	O
feu	O
,	O
Jupiter	O
dans	O
les	O
airs	O
S'	O
enfuit	O
enveloppé	O
de	O
flammes	O
et	O
d'	O
éclairs	O
.	O

Quelqu'	O
un	O
vient	O
,	O
en	O
ces	O
lieux	O
je	O
ne	O
dois	O
plus	O
paraître	O
.	O

Aigle	O
remonte	O
au	O
Ciel	O
,	O
et	O
vole	O
après	O
ton	O
maître	O
.	O

Ah	O
!	O

Seigneur	O
.	O

Ah	O
!	O

Dimas	O
,	O
quel	O
est	O
notre	O
malheur	O
?	O

Secourons	O
la	O
Princesse	O
.	O

Il	O
n'	O
est	O
plus	O
temps	O
,	O
Seigneur	O
.	O

Quoi	O
déjà	O
...	O
C'	O
en	O
est	O
fait	O
,	O
une	O
flamme	O
cruelle	O
,	O
A	O
vengé	O
votre	O
amour	O
d'	O
une	O
amante	O
infidèle	O
.	O

Hélas	O
!	O

C'	O
est	O
trop	O
punir	O
son	O
infidélité	O
:	O
Malgré	O
sa	O
trahison	O
j'	O
adorais	O
sa	O
beauté	O
.	O

Je	O
la	O
plains	O
cette	O
ingrate	O
,	O
et	O
la	O
plaindrai	O
sans	O
cesse	O
,	O
Et	O
si	O
j'	O
ose	O
un	O
moment	O
survivre	O
ma	O
Princesse	O
,	O
C'	O
est	O
pour	O
savoir	O
quel	O
sort	O
,	O
dans	O
son	O
appartement	O
A	O
produit	O
tout	O
d'	O
un	O
coup	O
ce	O
grand	O
embrasement	O
.	O

Ce	O
rival	O
immortel	O
,	O
lui	O
qui	O
me	O
l'	O
a	O
ravie	O
,	O
N'	O
a-t-il	O
pu	O
garantir	O
une	O
si	O
belle	O
vie	O
?	O

Quoi	O
celle	O
qui	O
portait	O
sa	O
flamme	O
jusqu'	O
aux	O
Dieux	O
,	O
Périt	O
donc	O
par	O
la	O
flamme	O
,	O
et	O
périt	O
à	O
leurs	O
yeux	O
!	O

Quoi	O
ce	O
Dieu	O
qui	O
l'	O
aimait	O
souffre	O
qu'	O
elle	O
périsse	O
!	O

Est-ce	O
orgueil	O
,	O
jalousie	O
,	O
inconstance	O
,	O
ou	O
caprice	O
?	O

Admirez	O
et	O
plaignez	O
la	O
rigueur	O
de	O
son	O
sort	O
;	O

Ce	O
grand	O
Dieu	O
,	O
qui	O
l'	O
aimait	O
,	O
est	O
l'	O
auteur	O
de	O
sa	O
mort	O
.	O

Quoi	O
lui-même	O
!	O

Oui	O
Seigneur	O
,	O
cet	O
amant	O
adorable	O
,	O
Aux	O
voeux	O
de	O
la	O
Princesse	O
un	O
peu	O
trop	O
favorable	O
,	O
Est	O
descendu	O
du	O
Ciel	O
,	O
pour	O
s'	O
offrir	O
à	O
ses	O
yeux	O
,	O
Tel	O
qu'	O
il	O
est	O
,	O
quand	O
il	O
règne	O
,	O
et	O
tonne	O
dans	O
les	O
Cieux	O
.	O

De	O
ce	O
Dieu	O
tout	O
en	O
feu	O
la	O
fatale	O
présence	O
...	O
Quoi	O
ce	O
Dieu	O
plein	O
d'	O
amour	O
manque-t-il	O
de	O
puissance	O
?	O

Ou	O
plutôt	O
ce	O
grand	O
Dieu	O
,	O
pour	O
lui	O
sauver	O
le	O
jour	O
,	O
Avec	O
tant	O
de	O
puissance	O
a-t-il	O
manqué	O
d'	O
amour	O
?	O

Mais	O
j'	O
aperçois	O
la	O
Reine	O
.	O

Où	O
fuyez-vous	O
Madame	O
?	O

Ah	O
!	O

Seigneur	O
,	O
rien	O
ne	O
peut	O
éteindre	O
cette	O
flamme	O
.	O

Voilà	O
de	O
votre	O
orgueil	O
le	O
juste	O
châtiment	O
:	O
Vous	O
avez	O
allumé	O
ce	O
triste	O
embrasement	O
.	O

Je	O
vous	O
le	O
disais	O
bien	O
que	O
les	O
beautés	O
mortelles	O
Ne	O
trouvaient	O
dans	O
les	O
Dieux	O
que	O
des	O
coeurs	O
infidèles	O
.	O

Si	O
vous	O
aviez	O
voulu	O
consentir	O
à	O
mes	O
voeux	O
,	O
Votre	O
fille	O
vivrait	O
,	O
et	O
je	O
serais	O
heureux	O
.	O

Oui	O
sans	O
doute	O
,	O
Seigneur	O
,	O
et	O
par	O
votre	O
hyménée	O
Elle	O
serait	O
vivante	O
,	O
heureuse	O
et	O
couronnée	O
;	O

Son	O
orgueil	O
l'	O
a	O
perdue	O
,	O
et	O
je	O
l'	O
ai	O
trop	O
flatté	O
Ce	O
malheureux	O
orgueil	O
qu'	O
enfante	O
la	O
beauté	O
.	O

Quelque	O
aveugle	O
amitié	O
que	O
vous	O
eussiez	O
pour	O
elle	O
,	O
Je	O
ne	O
m'	O
en	O
prends	O
qu'	O
aux	O
Cieux	O
,	O
qui	O
la	O
firent	O
trop	O
belle	O
.	O

Jupiter	O
qui	O
la	O
fit	O
pour	O
le	O
charme	O
des	O
yeux	O
,	O
Enviait	O
à	O
la	O
terre	O
un	O
bien	O
si	O
précieux	O
,	O
Et	O
de	O
tant	O
de	O
trésors	O
qu'	O
il	O
a	O
voulu	O
reprendre	O
,	O
À	O
peine	O
ce	O
rival	O
nous	O
laisse	O
un	O
peu	O
de	O
cendre	O
.	O

Achève	O
,	O
Dieu	O
jaloux	O
,	O
et	O
détruis	O
promptement	O
,	O
Tout	O
ce	O
qui	O
reste	O
d'	O
elle	O
en	O
ce	O
fidèle	O
amant	O
,	O
Et	O
pour	O
anéantir	O
un	O
si	O
parfait	O
ouvrage	O
,	O
Mets	O
en	O
cendre	O
ce	O
coeur	O
qui	O
garde	O
son	O
image	O
.	O

Mais	O
pourquoi	O
,	O
quand	O
il	O
faut	O
finir	O
mon	O
triste	O
sort	O
,	O
Remettre	O
à	O
mon	O
rival	O
la	O
gloire	O
de	O
ma	O
mort	O
.	O

Pour	O
le	O
faire	O
rougir	O
de	O
mon	O
amour	O
fidèle	O
,	O
Dans	O
cet	O
embrasement	O
allons	O
mourir	O
pour	O
elle	O
.	O

Mais	O
j'	O
aperçois	O
Junon	O
,	O
qui	O
semble	O
de	O
sa	O
main	O
,	O
Opposer	O
à	O
ma	O
mort	O
un	O
ordre	O
souverain	O
.	O

Arrête	O
